青森県,0201,津軽地域,02202,弘前市
青森県,0201,津軽地域,02204,黒石市
青森県,0201,津軽地域,02210,平川市
青森県,0201,津軽地域,02343,西目屋村
青森県,0201,津軽地域,02361,藤崎町
青森県,0201,津軽地域,02362,大鰐町
青森県,0201,津軽地域,02367,田舎館村
青森県,0201,津軽地域,02381,板柳町
青森県,0202,八戸地域,02203,八戸市
青森県,0202,八戸地域,02412,おいらせ町
青森県,0202,八戸地域,02441,三戸町
青森県,0202,八戸地域,02442,五戸町
青森県,0202,八戸地域,02443,田子町
青森県,0202,八戸地域,02445,南部町
青森県,0202,八戸地域,02446,階上町
青森県,0202,八戸地域,02450,新郷村
青森県,0203,青森地域,02201,青森市
青森県,0203,青森地域,02301,平内町
青森県,0203,青森地域,02303,今別町
青森県,0203,青森地域,02304,蓬田村
青森県,0203,青森地域,02307,外ヶ浜町
青森県,0204,西北五地域,02205,五所川原市
青森県,0204,西北五地域,02209,つがる市
青森県,0204,西北五地域,02321,鰺ヶ沢町
青森県,0204,西北五地域,02323,深浦町
青森県,0204,西北五地域,02384,鶴田町
青森県,0204,西北五地域,02387,中泊町
青森県,0205,上十三地域,02206,十和田市
青森県,0205,上十三地域,02207,三沢市
青森県,0205,上十三地域,02401,野辺地町
青森県,0205,上十三地域,02402,七戸町
青森県,0205,上十三地域,02405,六戸町
青森県,0205,上十三地域,02406,横浜町
青森県,0205,上十三地域,02408,東北町
青森県,0205,上十三地域,02411,六ヶ所村
青森県,0206,下北地域,02208,むつ市
青森県,0206,下北地域,02423,大間町
青森県,0206,下北地域,02424,東通村
青森県,0206,下北地域,02425,風間浦村
青森県,0206,下北地域,02426,佐井村
