秋田県,0501,大館・鹿角,05204,大館市
秋田県,0501,大館・鹿角,05209,鹿角市
秋田県,0501,大館・鹿角,05303,小坂町
秋田県,0502,北秋田,05213,北秋田市
秋田県,0502,北秋田,05327,上小阿仁村
秋田県,0503,能代・山本,05202,能代市
秋田県,0503,能代・山本,05346,藤里町
秋田県,0503,能代・山本,05348,三種町
秋田県,0503,能代・山本,05349,八峰町
秋田県,0504,秋田周辺,05201,秋田市
秋田県,0504,秋田周辺,05206,男鹿市
秋田県,0504,秋田周辺,05211,潟上市
秋田県,0504,秋田周辺,05361,五城目町
秋田県,0504,秋田周辺,05363,八郎潟町
秋田県,0504,秋田周辺,05366,井川町
秋田県,0504,秋田周辺,05368,大潟村
秋田県,0505,由利本荘・にかほ,05210,由利本荘市
秋田県,0505,由利本荘・にかほ,05214,にかほ市
秋田県,0506,大仙・仙北,05212,大仙市
秋田県,0506,大仙・仙北,05215,仙北市
秋田県,0506,大仙・仙北,05434,美郷町
秋田県,0507,横手,05203,横手市
秋田県,0508,湯沢・雄勝,05207,湯沢市
秋田県,0508,湯沢・雄勝,05463,羽後町
秋田県,0508,湯沢・雄勝,05464,東成瀬村
